fechaHora,trxs
09/06/2022 04:30:00 PM,663
09/06/2022 04:35:00 PM,585
09/06/2022 04:40:00 PM,624
09/06/2022 04:45:00 PM,636
09/06/2022 04:50:00 PM,672
09/06/2022 04:55:00 PM,693
09/06/2022 05:00:00 PM,528
09/06/2022 05:05:00 PM,660
09/06/2022 05:10:00 PM,588
09/06/2022 05:15:00 PM,672
09/06/2022 05:20:00 PM,645
09/06/2022 05:25:00 PM,627
09/06/2022 05:30:00 PM,615
09/06/2022 05:35:00 PM,675
09/06/2022 05:40:00 PM,582
09/06/2022 05:45:00 PM,561
09/06/2022 05:50:00 PM,693
09/06/2022 05:55:00 PM,612
09/06/2022 06:00:00 PM,639
09/06/2022 06:05:00 PM,546
09/06/2022 06:10:00 PM,624
09/06/2022 06:15:00 PM,579
09/06/2022 06:20:00 PM,579
09/06/2022 06:25:00 PM,678
09/06/2022 06:30:00 PM,570
09/06/2022 06:35:00 PM,624
09/06/2022 06:40:00 PM,489
09/06/2022 06:45:00 PM,528
09/06/2022 06:50:00 PM,675
09/06/2022 06:55:00 PM,465
09/06/2022 07:00:00 PM,681
09/06/2022 07:05:00 PM,645
09/06/2022 07:10:00 PM,663
09/06/2022 07:15:00 PM,609
09/06/2022 07:20:00 PM,519
09/06/2022 07:25:00 PM,663
09/06/2022 07:30:00 PM,630
09/06/2022 07:35:00 PM,576
09/06/2022 07:40:00 PM,612
09/06/2022 07:45:00 PM,681
09/06/2022 07:50:00 PM,729
09/06/2022 07:55:00 PM,714
09/06/2022 08:00:00 PM,681
09/06/2022 08:05:00 PM,711
09/06/2022 08:10:00 PM,783
09/06/2022 08:15:00 PM,639
09/06/2022 08:20:00 PM,732
09/06/2022 08:25:00 PM,759
09/06/2022 08:30:00 PM,762
09/06/2022 08:35:00 PM,798
09/06/2022 08:40:00 PM,720
09/06/2022 08:45:00 PM,693
09/06/2022 08:50:00 PM,675
09/06/2022 08:55:00 PM,693
09/06/2022 09:00:00 PM,666
09/06/2022 09:05:00 PM,723
09/06/2022 09:10:00 PM,792
09/06/2022 09:15:00 PM,717
09/06/2022 09:20:00 PM,729
09/06/2022 09:25:00 PM,762
09/06/2022 09:30:00 PM,756
09/06/2022 09:35:00 PM,735
09/06/2022 09:40:00 PM,666
09/06/2022 09:45:00 PM,609
09/06/2022 09:50:00 PM,663
09/06/2022 09:55:00 PM,669
09/06/2022 10:00:00 PM,579
09/06/2022 10:05:00 PM,681
09/06/2022 10:10:00 PM,618
09/06/2022 10:15:00 PM,624
09/06/2022 10:20:00 PM,597
09/06/2022 10:25:00 PM,582
09/06/2022 10:30:00 PM,519
09/06/2022 10:35:00 PM,603
09/06/2022 10:40:00 PM,606
09/06/2022 10:45:00 PM,513
09/06/2022 10:50:00 PM,462
09/06/2022 10:55:00 PM,489
09/06/2022 11:00:00 PM,483
09/06/2022 11:05:00 PM,453
09/06/2022 11:10:00 PM,471
09/06/2022 11:15:00 PM,387
09/06/2022 11:20:00 PM,402
09/06/2022 11:25:00 PM,432
09/06/2022 11:30:00 PM,408
09/06/2022 11:35:00 PM,372
09/06/2022 11:40:00 PM,324
09/06/2022 11:45:00 PM,327
09/06/2022 11:50:00 PM,273
09/06/2022 11:55:00 PM,228
10/06/2022,327
10/06/2022 12:05:00 AM,171
10/06/2022 12:20:00 AM,3
10/06/2022 12:25:00 AM,162
10/06/2022 12:30:00 AM,306
10/06/2022 12:35:00 AM,282
10/06/2022 12:40:00 AM,210
10/06/2022 12:45:00 AM,195
10/06/2022 12:50:00 AM,165
10/06/2022 12:55:00 AM,111
10/06/2022 01:00:00 AM,105
10/06/2022 01:05:00 AM,111
10/06/2022 01:10:00 AM,78
10/06/2022 01:15:00 AM,63
10/06/2022 01:20:00 AM,102
10/06/2022 01:25:00 AM,81
10/06/2022 01:30:00 AM,99
10/06/2022 01:35:00 AM,78
10/06/2022 01:40:00 AM,57
10/06/2022 01:45:00 AM,99
10/06/2022 01:50:00 AM,81
10/06/2022 01:55:00 AM,111
10/06/2022 02:00:00 AM,87
10/06/2022 02:05:00 AM,99
10/06/2022 02:10:00 AM,66
10/06/2022 02:15:00 AM,57
10/06/2022 02:20:00 AM,63
10/06/2022 02:25:00 AM,27
10/06/2022 02:30:00 AM,36
10/06/2022 02:35:00 AM,27
10/06/2022 02:40:00 AM,30
10/06/2022 02:45:00 AM,45
10/06/2022 02:50:00 AM,36
10/06/2022 02:55:00 AM,33
10/06/2022 03:00:00 AM,9
10/06/2022 03:05:00 AM,45
10/06/2022 03:10:00 AM,33
10/06/2022 03:15:00 AM,57
10/06/2022 03:20:00 AM,24
10/06/2022 03:25:00 AM,33
10/06/2022 03:30:00 AM,39
10/06/2022 03:35:00 AM,9
10/06/2022 03:40:00 AM,30
10/06/2022 03:45:00 AM,27
10/06/2022 03:50:00 AM,24
10/06/2022 03:55:00 AM,30
10/06/2022 04:00:00 AM,33
10/06/2022 04:05:00 AM,24
10/06/2022 04:10:00 AM,6
10/06/2022 04:15:00 AM,30
10/06/2022 04:20:00 AM,18
10/06/2022 04:25:00 AM,42
10/06/2022 04:30:00 AM,12
10/06/2022 04:35:00 AM,15
10/06/2022 04:40:00 AM,33
10/06/2022 04:45:00 AM,15
10/06/2022 04:50:00 AM,33
10/06/2022 04:55:00 AM,15
10/06/2022 05:00:00 AM,30
10/06/2022 05:05:00 AM,21
10/06/2022 05:10:00 AM,33
10/06/2022 05:15:00 AM,57
10/06/2022 05:20:00 AM,30
10/06/2022 05:25:00 AM,60
10/06/2022 05:30:00 AM,63
10/06/2022 05:35:00 AM,54
10/06/2022 05:40:00 AM,51
10/06/2022 05:45:00 AM,54
10/06/2022 05:50:00 AM,48
10/06/2022 05:55:00 AM,72
10/06/2022 06:00:00 AM,60
10/06/2022 06:05:00 AM,87
10/06/2022 06:10:00 AM,75
10/06/2022 06:15:00 AM,117
10/06/2022 06:20:00 AM,84
10/06/2022 06:25:00 AM,114
10/06/2022 06:30:00 AM,135
10/06/2022 06:35:00 AM,162
10/06/2022 06:40:00 AM,147
10/06/2022 06:45:00 AM,159
10/06/2022 06:50:00 AM,156
10/06/2022 06:55:00 AM,186
10/06/2022 07:00:00 AM,186
10/06/2022 07:05:00 AM,162
10/06/2022 07:10:00 AM,210
10/06/2022 07:15:00 AM,219
10/06/2022 07:20:00 AM,198
10/06/2022 07:25:00 AM,231
10/06/2022 07:30:00 AM,237
10/06/2022 07:35:00 AM,255
10/06/2022 07:40:00 AM,309
10/06/2022 07:45:00 AM,342
10/06/2022 07:50:00 AM,288
10/06/2022 07:55:00 AM,300
10/06/2022 08:00:00 AM,378
10/06/2022 08:05:00 AM,345
10/06/2022 08:10:00 AM,384
10/06/2022 08:15:00 AM,372
10/06/2022 08:20:00 AM,462
10/06/2022 08:25:00 AM,396
10/06/2022 08:30:00 AM,390
10/06/2022 08:35:00 AM,402
10/06/2022 08:40:00 AM,489
10/06/2022 08:45:00 AM,531
10/06/2022 08:50:00 AM,558
10/06/2022 08:55:00 AM,495
10/06/2022 09:00:00 AM,555
10/06/2022 09:05:00 AM,486
10/06/2022 09:10:00 AM,567
10/06/2022 09:15:00 AM,573
10/06/2022 09:20:00 AM,660
10/06/2022 09:25:00 AM,684
10/06/2022 09:30:00 AM,636
10/06/2022 09:35:00 AM,615
10/06/2022 09:40:00 AM,627
10/06/2022 09:45:00 AM,642
10/06/2022 09:50:00 AM,672
10/06/2022 09:55:00 AM,741
10/06/2022 10:00:00 AM,777
10/06/2022 10:05:00 AM,837
10/06/2022 10:10:00 AM,741
10/06/2022 10:15:00 AM,918
10/06/2022 10:20:00 AM,879
10/06/2022 10:25:00 AM,945
10/06/2022 10:30:00 AM,1116
10/06/2022 10:35:00 AM,1104
10/06/2022 10:40:00 AM,1011
10/06/2022 10:45:00 AM,1068
10/06/2022 10:50:00 AM,1044
10/06/2022 10:55:00 AM,936
10/06/2022 11:00:00 AM,900
10/06/2022 11:05:00 AM,930
10/06/2022 11:10:00 AM,1005
10/06/2022 11:15:00 AM,897
10/06/2022 11:20:00 AM,867
10/06/2022 11:25:00 AM,816
10/06/2022 11:30:00 AM,819
10/06/2022 11:35:00 AM,960
10/06/2022 11:40:00 AM,846
10/06/2022 11:45:00 AM,678
10/06/2022 11:50:00 AM,732
10/06/2022 11:55:00 AM,753
10/06/2022 12:00:00 PM,906
10/06/2022 12:05:00 PM,906
10/06/2022 12:10:00 PM,882
10/06/2022 12:15:00 PM,954
10/06/2022 12:20:00 PM,852
10/06/2022 12:25:00 PM,903
10/06/2022 12:30:00 PM,867
10/06/2022 12:35:00 PM,861
10/06/2022 12:40:00 PM,765
10/06/2022 12:45:00 PM,861
10/06/2022 12:50:00 PM,978
10/06/2022 12:55:00 PM,873
10/06/2022 01:00:00 PM,843
10/06/2022 01:05:00 PM,822
10/06/2022 01:10:00 PM,888
10/06/2022 01:15:00 PM,699
10/06/2022 01:20:00 PM,741
10/06/2022 01:25:00 PM,831
10/06/2022 01:30:00 PM,816
10/06/2022 01:35:00 PM,786
10/06/2022 01:40:00 PM,900
10/06/2022 01:45:00 PM,828
10/06/2022 01:50:00 PM,762
10/06/2022 01:55:00 PM,795
10/06/2022 02:00:00 PM,723
10/06/2022 02:05:00 PM,738
10/06/2022 02:10:00 PM,699
10/06/2022 02:15:00 PM,714
10/06/2022 02:20:00 PM,714
10/06/2022 02:25:00 PM,762
10/06/2022 02:30:00 PM,678
10/06/2022 02:35:00 PM,681
10/06/2022 02:40:00 PM,750
10/06/2022 02:45:00 PM,705
10/06/2022 02:50:00 PM,585
10/06/2022 02:55:00 PM,765
10/06/2022 03:00:00 PM,687
10/06/2022 03:05:00 PM,609
10/06/2022 03:10:00 PM,624
10/06/2022 03:15:00 PM,744
10/06/2022 03:20:00 PM,603
10/06/2022 03:25:00 PM,675
10/06/2022 03:30:00 PM,672
10/06/2022 03:35:00 PM,675
10/06/2022 03:40:00 PM,600
10/06/2022 03:45:00 PM,627
10/06/2022 03:50:00 PM,627
10/06/2022 03:55:00 PM,690
10/06/2022 04:00:00 PM,690
10/06/2022 04:05:00 PM,705
10/06/2022 04:10:00 PM,645
10/06/2022 04:15:00 PM,678
10/06/2022 04:20:00 PM,663
10/06/2022 04:25:00 PM,663
10/06/2022 04:30:00 PM,675
10/06/2022 04:35:00 PM,669
10/06/2022 04:40:00 PM,672
10/06/2022 04:45:00 PM,660
10/06/2022 04:50:00 PM,792
10/06/2022 04:55:00 PM,633
10/06/2022 05:00:00 PM,639
10/06/2022 05:05:00 PM,582
10/06/2022 05:10:00 PM,618
10/06/2022 05:15:00 PM,681
10/06/2022 05:20:00 PM,639
10/06/2022 05:25:00 PM,651
10/06/2022 05:30:00 PM,582
10/06/2022 05:35:00 PM,693
10/06/2022 05:40:00 PM,780
10/06/2022 05:45:00 PM,702
10/06/2022 05:50:00 PM,552
10/06/2022 05:55:00 PM,651
10/06/2022 06:00:00 PM,582
10/06/2022 06:05:00 PM,588
10/06/2022 06:10:00 PM,636
10/06/2022 06:15:00 PM,588
10/06/2022 06:20:00 PM,630
10/06/2022 06:25:00 PM,648
10/06/2022 06:30:00 PM,588
10/06/2022 06:35:00 PM,543
10/06/2022 06:40:00 PM,621
10/06/2022 06:45:00 PM,696
10/06/2022 06:50:00 PM,693
10/06/2022 06:55:00 PM,663
10/06/2022 07:00:00 PM,639
10/06/2022 07:05:00 PM,672
10/06/2022 07:10:00 PM,636
10/06/2022 07:15:00 PM,651
10/06/2022 07:20:00 PM,645
10/06/2022 07:25:00 PM,561
10/06/2022 07:30:00 PM,630
10/06/2022 07:35:00 PM,648
10/06/2022 07:40:00 PM,582
10/06/2022 07:45:00 PM,630
10/06/2022 07:50:00 PM,675
10/06/2022 07:55:00 PM,720
10/06/2022 08:00:00 PM,804
10/06/2022 08:05:00 PM,639
10/06/2022 08:10:00 PM,681
10/06/2022 08:15:00 PM,771
10/06/2022 08:20:00 PM,648
10/06/2022 08:25:00 PM,729
10/06/2022 08:30:00 PM,687
10/06/2022 08:35:00 PM,666
10/06/2022 08:40:00 PM,714
10/06/2022 08:45:00 PM,738
10/06/2022 08:50:00 PM,741
10/06/2022 08:55:00 PM,702
10/06/2022 09:00:00 PM,675
10/06/2022 09:05:00 PM,699
10/06/2022 09:10:00 PM,654
10/06/2022 09:15:00 PM,678
10/06/2022 09:20:00 PM,693
10/06/2022 09:25:00 PM,648
10/06/2022 09:30:00 PM,663
10/06/2022 09:35:00 PM,597
10/06/2022 09:40:00 PM,651
10/06/2022 09:45:00 PM,564
10/06/2022 09:50:00 PM,594
10/06/2022 09:55:00 PM,609
10/06/2022 10:00:00 PM,594
10/06/2022 10:05:00 PM,588
10/06/2022 10:10:00 PM,651
10/06/2022 10:15:00 PM,540
10/06/2022 10:20:00 PM,585
10/06/2022 10:25:00 PM,588
10/06/2022 10:30:00 PM,465
10/06/2022 10:35:00 PM,576
10/06/2022 10:40:00 PM,456
10/06/2022 10:45:00 PM,462
10/06/2022 10:50:00 PM,465
10/06/2022 10:55:00 PM,465
10/06/2022 11:00:00 PM,441
10/06/2022 11:05:00 PM,507
10/06/2022 11:10:00 PM,390
10/06/2022 11:15:00 PM,438
10/06/2022 11:20:00 PM,429
10/06/2022 11:25:00 PM,414
10/06/2022 11:30:00 PM,333
10/06/2022 11:35:00 PM,342
10/06/2022 11:40:00 PM,300
10/06/2022 11:45:00 PM,366
10/06/2022 11:50:00 PM,300
10/06/2022 11:55:00 PM,294
11/06/2022,297
11/06/2022 12:05:00 AM,153
11/06/2022 12:10:00 AM,144
11/06/2022 12:15:00 AM,102
11/06/2022 12:20:00 AM,90
11/06/2022 12:25:00 AM,102
11/06/2022 12:30:00 AM,123
11/06/2022 12:35:00 AM,102
11/06/2022 12:40:00 AM,57
11/06/2022 12:45:00 AM,66
11/06/2022 12:50:00 AM,111
11/06/2022 12:55:00 AM,153
11/06/2022 01:00:00 AM,120
11/06/2022 01:05:00 AM,126
11/06/2022 01:10:00 AM,147
11/06/2022 01:15:00 AM,102
11/06/2022 01:20:00 AM,141
11/06/2022 01:25:00 AM,108
11/06/2022 01:30:00 AM,96
11/06/2022 01:35:00 AM,105
11/06/2022 01:40:00 AM,54
11/06/2022 01:45:00 AM,39
11/06/2022 01:50:00 AM,60
11/06/2022 01:55:00 AM,60
11/06/2022 02:00:00 AM,33
11/06/2022 02:05:00 AM,63
11/06/2022 02:10:00 AM,33
11/06/2022 02:15:00 AM,48
11/06/2022 02:20:00 AM,42
11/06/2022 02:25:00 AM,60
11/06/2022 02:30:00 AM,48
11/06/2022 02:35:00 AM,57
11/06/2022 02:40:00 AM,42
11/06/2022 02:45:00 AM,6
11/06/2022 02:50:00 AM,39
11/06/2022 02:55:00 AM,33
11/06/2022 03:00:00 AM,24
11/06/2022 03:05:00 AM,21
11/06/2022 03:10:00 AM,48
11/06/2022 03:15:00 AM,18
11/06/2022 03:20:00 AM,15
11/06/2022 03:25:00 AM,54
11/06/2022 03:30:00 AM,18
11/06/2022 03:35:00 AM,27
11/06/2022 03:40:00 AM,48
11/06/2022 03:45:00 AM,36
11/06/2022 03:50:00 AM,21
11/06/2022 03:55:00 AM,27
11/06/2022 04:00:00 AM,18
11/06/2022 04:05:00 AM,15
11/06/2022 04:10:00 AM,33
11/06/2022 04:15:00 AM,12
11/06/2022 04:20:00 AM,24
11/06/2022 04:25:00 AM,27
11/06/2022 04:30:00 AM,42
11/06/2022 04:35:00 AM,9
11/06/2022 04:40:00 AM,9
11/06/2022 04:45:00 AM,24
11/06/2022 04:50:00 AM,15
11/06/2022 04:55:00 AM,12
11/06/2022 05:00:00 AM,21
11/06/2022 05:05:00 AM,15
11/06/2022 05:10:00 AM,33
11/06/2022 05:15:00 AM,15
11/06/2022 05:20:00 AM,30
11/06/2022 05:25:00 AM,39
11/06/2022 05:30:00 AM,24
11/06/2022 05:35:00 AM,39
11/06/2022 05:40:00 AM,42
11/06/2022 05:45:00 AM,27
11/06/2022 05:50:00 AM,21
11/06/2022 05:55:00 AM,15
11/06/2022 06:00:00 AM,51
11/06/2022 06:05:00 AM,57
11/06/2022 06:10:00 AM,36
11/06/2022 06:15:00 AM,24
11/06/2022 06:20:00 AM,54
11/06/2022 06:25:00 AM,60
11/06/2022 06:30:00 AM,45
11/06/2022 06:35:00 AM,90
11/06/2022 06:40:00 AM,96
11/06/2022 06:45:00 AM,78
11/06/2022 06:50:00 AM,90
11/06/2022 06:55:00 AM,99
11/06/2022 07:00:00 AM,99
11/06/2022 07:05:00 AM,87
11/06/2022 07:10:00 AM,147
11/06/2022 07:15:00 AM,165
11/06/2022 07:20:00 AM,162
11/06/2022 07:25:00 AM,192
11/06/2022 07:30:00 AM,183
11/06/2022 07:35:00 AM,243
11/06/2022 07:40:00 AM,237
11/06/2022 07:45:00 AM,222
11/06/2022 07:50:00 AM,258
11/06/2022 07:55:00 AM,294
11/06/2022 08:00:00 AM,243
11/06/2022 08:05:00 AM,315
11/06/2022 08:10:00 AM,273
11/06/2022 08:15:00 AM,306
11/06/2022 08:20:00 AM,345
11/06/2022 08:25:00 AM,366
11/06/2022 08:30:00 AM,351
11/06/2022 08:35:00 AM,348
11/06/2022 08:40:00 AM,381
11/06/2022 08:45:00 AM,303
11/06/2022 08:50:00 AM,336
11/06/2022 08:55:00 AM,315
11/06/2022 09:00:00 AM,402
11/06/2022 09:05:00 AM,477
11/06/2022 09:10:00 AM,402
11/06/2022 09:15:00 AM,486
11/06/2022 09:20:00 AM,483
11/06/2022 09:25:00 AM,459
11/06/2022 09:30:00 AM,411
11/06/2022 09:35:00 AM,513
11/06/2022 09:40:00 AM,396
11/06/2022 09:45:00 AM,546
11/06/2022 09:50:00 AM,450
11/06/2022 09:55:00 AM,489
11/06/2022 10:00:00 AM,618
11/06/2022 10:05:00 AM,654
11/06/2022 10:10:00 AM,528
11/06/2022 10:15:00 AM,687
11/06/2022 10:20:00 AM,645
11/06/2022 10:25:00 AM,627
11/06/2022 10:30:00 AM,843
11/06/2022 10:35:00 AM,891
11/06/2022 10:40:00 AM,882
11/06/2022 10:45:00 AM,984
11/06/2022 10:50:00 AM,957
11/06/2022 10:55:00 AM,891
11/06/2022 11:00:00 AM,906
11/06/2022 11:05:00 AM,873
11/06/2022 11:10:00 AM,921
11/06/2022 11:15:00 AM,762
11/06/2022 11:20:00 AM,807
11/06/2022 11:25:00 AM,939
11/06/2022 11:30:00 AM,933
11/06/2022 11:35:00 AM,963
11/06/2022 11:40:00 AM,858
11/06/2022 11:45:00 AM,843
11/06/2022 11:50:00 AM,855
11/06/2022 11:55:00 AM,870
11/06/2022 12:00:00 PM,873
11/06/2022 12:05:00 PM,822
11/06/2022 12:10:00 PM,963
11/06/2022 12:15:00 PM,846
11/06/2022 12:20:00 PM,708
11/06/2022 12:25:00 PM,828
11/06/2022 12:30:00 PM,813
11/06/2022 12:35:00 PM,675
11/06/2022 12:40:00 PM,774
11/06/2022 12:45:00 PM,807
11/06/2022 12:50:00 PM,735
11/06/2022 12:55:00 PM,762
11/06/2022 01:00:00 PM,741
11/06/2022 01:05:00 PM,645
11/06/2022 01:10:00 PM,675
11/06/2022 01:15:00 PM,747
11/06/2022 01:20:00 PM,645
11/06/2022 01:25:00 PM,732
11/06/2022 01:30:00 PM,711
11/06/2022 01:35:00 PM,693
11/06/2022 01:40:00 PM,699
11/06/2022 01:45:00 PM,618
11/06/2022 01:50:00 PM,609
11/06/2022 01:55:00 PM,624
11/06/2022 02:00:00 PM,600
11/06/2022 02:05:00 PM,633
11/06/2022 02:10:00 PM,591
11/06/2022 02:15:00 PM,552
11/06/2022 02:20:00 PM,618
11/06/2022 02:25:00 PM,498
11/06/2022 02:30:00 PM,600
11/06/2022 02:35:00 PM,495
11/06/2022 02:40:00 PM,525
11/06/2022 02:45:00 PM,576
11/06/2022 02:50:00 PM,621
11/06/2022 02:55:00 PM,588
11/06/2022 03:00:00 PM,561
11/06/2022 03:05:00 PM,534
11/06/2022 03:10:00 PM,504
11/06/2022 03:15:00 PM,537
11/06/2022 03:20:00 PM,534
11/06/2022 03:25:00 PM,558
11/06/2022 03:30:00 PM,504
11/06/2022 03:35:00 PM,411
11/06/2022 03:40:00 PM,450
11/06/2022 03:45:00 PM,516
11/06/2022 03:50:00 PM,510
11/06/2022 03:55:00 PM,570
11/06/2022 04:00:00 PM,408
11/06/2022 04:05:00 PM,498
11/06/2022 04:10:00 PM,471
11/06/2022 04:15:00 PM,429
11/06/2022 04:20:00 PM,438
11/06/2022 04:25:00 PM,543
11/06/2022 04:30:00 PM,441
11/06/2022 04:35:00 PM,447
11/06/2022 04:40:00 PM,495
11/06/2022 04:45:00 PM,450
11/06/2022 04:50:00 PM,429
11/06/2022 04:55:00 PM,387
11/06/2022 05:00:00 PM,468
11/06/2022 05:05:00 PM,477
11/06/2022 05:10:00 PM,495
11/06/2022 05:15:00 PM,477
11/06/2022 05:20:00 PM,474
11/06/2022 05:25:00 PM,345
11/06/2022 05:30:00 PM,426
11/06/2022 05:35:00 PM,525
11/06/2022 05:40:00 PM,366
11/06/2022 05:45:00 PM,417
11/06/2022 05:50:00 PM,441
11/06/2022 05:55:00 PM,399
11/06/2022 06:00:00 PM,435
11/06/2022 06:05:00 PM,441
11/06/2022 06:10:00 PM,414
11/06/2022 06:15:00 PM,411
11/06/2022 06:20:00 PM,426
11/06/2022 06:25:00 PM,453
11/06/2022 06:30:00 PM,456
11/06/2022 06:35:00 PM,384
11/06/2022 06:40:00 PM,459
11/06/2022 06:45:00 PM,453
11/06/2022 06:50:00 PM,417
11/06/2022 06:55:00 PM,435
11/06/2022 07:00:00 PM,483
11/06/2022 07:05:00 PM,381
11/06/2022 07:10:00 PM,417
11/06/2022 07:15:00 PM,417
11/06/2022 07:20:00 PM,408
11/06/2022 07:25:00 PM,471
11/06/2022 07:30:00 PM,417
11/06/2022 07:35:00 PM,426
11/06/2022 07:40:00 PM,414
11/06/2022 07:45:00 PM,414
11/06/2022 07:50:00 PM,441
11/06/2022 07:55:00 PM,366
11/06/2022 08:00:00 PM,381
11/06/2022 08:05:00 PM,402
11/06/2022 08:10:00 PM,396
11/06/2022 08:15:00 PM,330
11/06/2022 08:20:00 PM,405
11/06/2022 08:25:00 PM,381
11/06/2022 08:30:00 PM,372
11/06/2022 08:35:00 PM,405
11/06/2022 08:40:00 PM,405
11/06/2022 08:45:00 PM,384
11/06/2022 08:50:00 PM,396
11/06/2022 08:55:00 PM,378
11/06/2022 09:00:00 PM,339
11/06/2022 09:05:00 PM,354
11/06/2022 09:10:00 PM,387
11/06/2022 09:15:00 PM,396
11/06/2022 09:20:00 PM,462
11/06/2022 09:25:00 PM,375
11/06/2022 09:30:00 PM,399
11/06/2022 09:35:00 PM,282
11/06/2022 09:40:00 PM,411
11/06/2022 09:45:00 PM,324
11/06/2022 09:50:00 PM,363
11/06/2022 09:55:00 PM,321
11/06/2022 10:00:00 PM,357
11/06/2022 10:05:00 PM,312
11/06/2022 10:10:00 PM,393
11/06/2022 10:15:00 PM,291
11/06/2022 10:20:00 PM,294
11/06/2022 10:25:00 PM,330
11/06/2022 10:30:00 PM,363
11/06/2022 10:35:00 PM,327
11/06/2022 10:40:00 PM,291
11/06/2022 10:45:00 PM,339
11/06/2022 10:50:00 PM,291
11/06/2022 10:55:00 PM,288
11/06/2022 11:00:00 PM,270
11/06/2022 11:05:00 PM,315
11/06/2022 11:10:00 PM,297
11/06/2022 11:15:00 PM,294
11/06/2022 11:20:00 PM,285
11/06/2022 11:25:00 PM,267
11/06/2022 11:30:00 PM,213
11/06/2022 11:35:00 PM,219
11/06/2022 11:40:00 PM,216
11/06/2022 11:45:00 PM,213
11/06/2022 11:50:00 PM,234
11/06/2022 11:55:00 PM,225
12/06/2022,141
12/06/2022 12:05:00 AM,126
12/06/2022 12:10:00 AM,144
12/06/2022 12:15:00 AM,144
12/06/2022 12:20:00 AM,111
12/06/2022 12:25:00 AM,93
12/06/2022 12:30:00 AM,111
12/06/2022 12:35:00 AM,78
12/06/2022 12:40:00 AM,105
12/06/2022 12:45:00 AM,51
12/06/2022 12:50:00 AM,51
12/06/2022 12:55:00 AM,78
12/06/2022 01:00:00 AM,66
12/06/2022 01:05:00 AM,63
12/06/2022 01:10:00 AM,48
12/06/2022 01:15:00 AM,66
12/06/2022 01:20:00 AM,45
12/06/2022 01:25:00 AM,12
12/06/2022 01:30:00 AM,57
12/06/2022 01:35:00 AM,42
12/06/2022 01:40:00 AM,45
12/06/2022 01:45:00 AM,42
12/06/2022 01:50:00 AM,42
12/06/2022 01:55:00 AM,33
12/06/2022 02:00:00 AM,21
12/06/2022 02:05:00 AM,18
12/06/2022 02:10:00 AM,30
12/06/2022 02:15:00 AM,30
12/06/2022 02:20:00 AM,33
12/06/2022 02:25:00 AM,21
12/06/2022 02:30:00 AM,27
12/06/2022 02:35:00 AM,33
12/06/2022 02:40:00 AM,18
12/06/2022 02:45:00 AM,27
12/06/2022 02:50:00 AM,30
12/06/2022 02:55:00 AM,12
12/06/2022 03:00:00 AM,27
12/06/2022 03:05:00 AM,12
12/06/2022 03:10:00 AM,18
12/06/2022 03:15:00 AM,30
12/06/2022 03:20:00 AM,9
12/06/2022 03:25:00 AM,27
12/06/2022 03:30:00 AM,12
12/06/2022 03:35:00 AM,12
12/06/2022 03:40:00 AM,15
12/06/2022 03:45:00 AM,12
12/06/2022 03:50:00 AM,21
12/06/2022 03:55:00 AM,3
12/06/2022 04:00:00 AM,6
12/06/2022 04:05:00 AM,3
12/06/2022 04:10:00 AM,12
12/06/2022 04:15:00 AM,12
12/06/2022 04:20:00 AM,3
12/06/2022 04:25:00 AM,12
12/06/2022 04:30:00 AM,27
12/06/2022 04:35:00 AM,3
12/06/2022 04:40:00 AM,18
12/06/2022 04:45:00 AM,12
12/06/2022 04:50:00 AM,21
12/06/2022 04:55:00 AM,12
12/06/2022 05:00:00 AM,12
12/06/2022 05:05:00 AM,21
12/06/2022 05:10:00 AM,12
12/06/2022 05:15:00 AM,24
12/06/2022 05:20:00 AM,12
12/06/2022 05:25:00 AM,12
12/06/2022 05:30:00 AM,15
12/06/2022 05:35:00 AM,30
12/06/2022 05:40:00 AM,12
12/06/2022 05:45:00 AM,27
12/06/2022 05:50:00 AM,27
12/06/2022 05:55:00 AM,39
12/06/2022 06:00:00 AM,36
12/06/2022 06:05:00 AM,24
12/06/2022 06:10:00 AM,18
12/06/2022 06:15:00 AM,39
12/06/2022 06:20:00 AM,24
12/06/2022 06:25:00 AM,33
12/06/2022 06:30:00 AM,45
12/06/2022 06:35:00 AM,45
12/06/2022 06:40:00 AM,36
12/06/2022 06:45:00 AM,33
12/06/2022 06:50:00 AM,30
12/06/2022 06:55:00 AM,51
12/06/2022 07:00:00 AM,45
12/06/2022 07:05:00 AM,45
12/06/2022 07:10:00 AM,39
12/06/2022 07:15:00 AM,69
12/06/2022 07:20:00 AM,72
12/06/2022 07:25:00 AM,81
12/06/2022 07:30:00 AM,96
12/06/2022 07:35:00 AM,81
12/06/2022 07:40:00 AM,105
12/06/2022 07:45:00 AM,93
12/06/2022 07:50:00 AM,114
12/06/2022 07:55:00 AM,141
12/06/2022 08:00:00 AM,132
12/06/2022 08:05:00 AM,165
12/06/2022 08:10:00 AM,129
12/06/2022 08:15:00 AM,162
12/06/2022 08:20:00 AM,129
12/06/2022 08:25:00 AM,195
12/06/2022 08:30:00 AM,216
12/06/2022 08:35:00 AM,201
12/06/2022 08:40:00 AM,195
12/06/2022 08:45:00 AM,219
12/06/2022 08:50:00 AM,216
12/06/2022 08:55:00 AM,234
12/06/2022 09:00:00 AM,300
12/06/2022 09:05:00 AM,255
12/06/2022 09:10:00 AM,198
12/06/2022 09:15:00 AM,270
12/06/2022 09:20:00 AM,270
12/06/2022 09:25:00 AM,249
